Location,Trees Lost,Climate,Latitude,Longitude,Recommended Tree,Trees to Plant,Carbon Absorption (kg/year),Average Temperature (°C),Average Rainfall (mm/year)
Cape Town,845,Desert,-5.9298,-113.2368,Redwood,939,33,-2.625458329773817,2186
Toronto,449,Coastal,-44.3013,-10.4412,Baobab,726,20,36.32532324112764,2839
Cape Town,127,Temperate,-20.1576,25.754,Maple,327,36,38.85575598262862,876
Indonesia,833,Temperate,5.0168,110.1311,Teak,1012,50,38.06229734201394,2877
Toronto,855,Continental,19.368,71.7433,Maple,1022,39,-2.5811047761556316,1738
Indonesia,330,Subtropical,30.9966,-92.6762,Redwood,443,34,-4.371139693359096,2250
Beijing,110,Subtropical,0.1139,-106.3562,Oak,383,25,19.482082213214422,1280
Sydney,713,Temperate,-19.8227,-107.2937,Silver Birch,764,28,20.08077234837517,2339
California,790,Temperate,3.3758,-47.6777,Baobab,1071,44,-3.2118797496023177,553
Beijing,629,Desert,-35.4774,-28.0975,Silver Birch,891,50,36.95882949377034,954
Toronto,513,Desert,46.258,15.496,Baobab,758,34,34.38251069990761,1114
Amazon Rainforest,559,Desert,-32.0612,26.4922,Pine,619,46,0.3190819756943313,2205
California,255,Continental,-27.5317,77.9893,Silver Birch,456,54,16.489386676855457,2070
Beijing,160,Subtropical,-35.4009,98.3294,Eucalyptus,325,47,30.61569645234561,1042
London,352,Tropical,17.3515,127.6223,Maple,415,42,6.107269061049422,304
Mumbai,618,Coastal,-16.8943,6.9057,Oak,687,56,33.57143178113063,1508
New York,210,Mediterranean,30.942,88.5474,Silver Birch,507,60,4.326252669043168,2441
New York,757,Coastal,-29.8886,-74.4224,Maple,946,41,37.33506781172356,2566
Beijing,186,Tropical,-45.8775,-27.1649,Maple,303,57,2.045092115839002,484
Cape Town,624,Coastal,30.5365,-59.5231,Mangrove,818,41,14.707705708842447,1445
Cape Town,174,Tropical,42.5309,77.2391,Redwood,398,37,17.309523683275533,1687
Beijing,719,Coastal,39.7573,89.0776,Pine,951,27,2.762959212860702,2732
Mumbai,445,Mediterranean,-23.3912,-2.5933,Teak,686,41,31.686012528651318,2557
Sydney,427,Continental,5.6784,-116.8952,Baobab,502,36,-2.878862272275144,2715
Indonesia,872,Temperate,1.4474,-115.0817,Oak,1009,35,36.89056403110165,1701
Indonesia,491,Coastal,-1.0932,112.0576,Eucalyptus,748,38,0.33025000878504507,2077
Sydney,708,Temperate,-20.013,-77.6601,Teak,1004,54,27.760281962525134,1491
Indonesia,570,Subtropical,-14.3952,31.4401,Teak,704,16,1.628314577440083,898
Indonesia,785,Continental,-47.8634,61.1308,Redwood,855,18,22.915090770757402,270
Beijing,838,Temperate,-4.4886,80.325,Teak,1090,10,22.295478439072074,1060
Beijing,872,Temperate,8.3598,-57.0374,Mangrove,955,22,1.7649921021358663,1740
Cape Town,862,Continental,-18.2329,48.6825,Maple,945,33,16.662498967018884,1929
Beijing,232,Subtropical,-7.3101,-120.5657,Teak,288,56,22.15755023696451,2133
Amazon Rainforest,387,Mediterranean,-7.7672,-55.109,Mangrove,653,19,34.10330734145548,1335
Indonesia,465,Subtropical,-17.0065,49.3736,Maple,690,57,37.66171375547834,1433
Indonesia,519,Continental,45.8916,-109.2487,Eucalyptus,728,51,25.173467631903907,373
Sydney,555,Subtropical,-44.9966,53.1062,Redwood,632,47,16.065643315960106,1755
New York,490,Coastal,-45.3373,36.9257,Redwood,567,43,25.78562606154759,1421
California,976,Subtropical,38.1593,-30.2919,Mangrove,1041,50,0.7240871917591969,2059
Amazon Rainforest,476,Tropical,-29.2621,-66.7401,Cedar,755,44,29.7758082350621,2351
New York,796,Desert,23.4557,-15.3703,Pine,1036,34,7.6963750510078714,2318
Amazon Rainforest,712,Subtropical,23.5668,-80.276,Silver Birch,874,51,4.773850393140437,2819
London,992,Continental,9.8963,-18.3517,Baobab,1199,35,37.414469386707346,2548
Cape Town,233,Desert,38.5416,-25.4598,Oak,387,15,14.782864117686291,1970
Cape Town,197,Continental,-5.3025,44.1637,Redwood,273,42,28.096405158641943,1168
New York,716,Desert,14.1934,-112.0142,Eucalyptus,816,35,14.777049091906633,2672
New York,823,Desert,-8.5265,96.3552,Eucalyptus,928,58,33.31901217862902,855
Cape Town,482,Continental,-19.8925,83.7566,Pine,711,24,22.828373262203215,2387
New York,326,Temperate,41.1112,-64.5749,Maple,428,57,23.52707942862763,1529
New York,369,Desert,-35.7512,-122.9574,Oak,557,12,37.585794003005894,1454
Amazon Rainforest,506,Subtropical,48.9775,83.2802,Teak,589,52,0.2892582083062534,2050
Indonesia,686,Continental,36.8283,28.7571,Pine,869,22,28.28437453470145,2261
Amazon Rainforest,527,Continental,-6.4817,70.5238,Maple,603,11,35.33885764352345,1314
Beijing,870,Desert,25.8668,21.3798,Maple,1048,24,10.655401275708467,303
Amazon Rainforest,205,Subtropical,0.1621,-85.7808,Silver Birch,471,14,-2.9538796181830906,1278
Mumbai,266,Tropical,0.5341,110.2856,Maple,441,14,3.5317820702821923,1880
California,478,Desert,1.3042,62.32,Silver Birch,625,23,16.586921694305165,1653
Mumbai,447,Tropical,49.8347,11.6975,Teak,659,36,23.277520632768553,1654
Mumbai,651,Tropical,-26.808,39.6282,Cedar,892,25,25.176618406698797,1994
California,659,Mediterranean,-35.8682,-112.8534,Pine,850,18,19.300954949421264,251
Mumbai,144,Mediterranean,-35.1262,83.491,Silver Birch,403,41,35.91907494257485,1590
Toronto,766,Tropical,-0.9276,-42.8633,Eucalyptus,1006,32,36.60013662773999,289
California,581,Mediterranean,-18.9232,8.072,Mangrove,826,53,25.43158937236677,2543
Amazon Rainforest,915,Mediterranean,-7.9684,-3.9953,Baobab,1127,13,4.159683655969282,439
Cape Town,221,Continental,-27.7038,39.773,Pine,291,24,26.16097203499845,2133
Mumbai,260,Temperate,-20.7574,59.382,Eucalyptus,366,26,24.025001293761157,2988
Sydney,166,Temperate,-39.3739,-22.9562,Eucalyptus,305,19,32.73998631349481,2461
Beijing,721,Coastal,-33.8792,14.6602,Pine,809,46,30.448213586993653,2017
California,338,Subtropical,4.6543,19.8928,Eucalyptus,537,36,27.46644187615972,1849
Toronto,908,Tropical,42.1956,95.6983,Baobab,1134,26,11.249123371159445,1541
Cape Town,709,Temperate,-11.4386,29.9636,Cedar,1002,45,7.545989492250946,1424
California,593,Tropical,-13.715,-8.8259,Redwood,759,22,10.344715084950545,2753
Amazon Rainforest,733,Desert,-24.9616,47.4879,Oak,897,36,9.175155758533268,1133
London,474,Coastal,21.351,82.1341,Eucalyptus,559,52,30.23875339928297,1079
Indonesia,534,Coastal,22.2908,-28.5816,Teak,597,38,37.354371109200024,373
Cape Town,464,Temperate,-11.2758,-46.5355,Silver Birch,638,51,28.400009453684547,1041
California,687,Mediterranean,4.6575,79.61,Cedar,821,41,16.970648976954223,2136
Indonesia,931,Temperate,-38.02,-25.2818,Pine,1103,59,-1.7767676416112588,519
Indonesia,422,Tropical,-21.6563,-20.1546,Eucalyptus,621,21,16.239117632913878,927
Sydney,415,Temperate,32.0795,111.1523,Maple,695,10,24.7944395771581,945
Cape Town,910,Desert,25.3216,93.4487,Cedar,980,25,27.183358381508953,2670
Mumbai,544,Coastal,29.821,-78.9624,Maple,699,14,26.97756651081738,2056
Beijing,984,Temperate,42.0097,-52.4339,Mangrove,1187,31,34.61595228872039,2593
Toronto,764,Tropical,42.2501,-61.6119,Maple,826,19,38.693356744129474,328
Amazon Rainforest,870,Temperate,16.0275,-15.5182,Cedar,991,27,3.199514432020374,235
Cape Town,496,Temperate,-34.9668,8.9815,Teak,636,11,25.754925645125486,749
Indonesia,175,Continental,-24.9921,57.2999,Cedar,389,44,34.97950663001002,2852
New York,314,Tropical,23.9549,36.9916,Silver Birch,595,13,37.08108703010977,636
Mumbai,768,Tropical,27.8207,-122.7238,Pine,897,13,7.260071910010208,2494
Mumbai,104,Desert,16.3013,-122.9997,Silver Birch,183,27,34.50744149266409,388
Sydney,559,Temperate,-3.9711,-54.1295,Silver Birch,626,54,1.9226970260655394,2334
California,663,Continental,21.0996,-62.8732,Pine,959,30,8.005273505745333,624
London,793,Tropical,-6.8679,-91.2485,Pine,864,21,-1.0444520761407547,1850
London,900,Tropical,1.3443,-78.947,Teak,1046,47,13.963331265189748,834
New York,386,Temperate,-30.1723,91.9436,Pine,486,10,24.24872692506612,2584
Indonesia,476,Coastal,-45.3918,-73.2374,Pine,766,23,4.713962160025085,1950
Beijing,701,Temperate,28.4118,-75.8153,Maple,852,59,6.1158640946815765,1521
California,412,Desert,7.4968,-118.2603,Silver Birch,676,56,4.571005132335458,2607
Cape Town,583,Tropical,25.3853,-126.7088,Baobab,736,12,39.22790388420933,1930
California,180,Continental,-48.015,65.9829,Silver Birch,264,41,35.48030000540674,2246
Toronto,471,Mediterranean,-24.6637,-105.8769,Teak,661,45,36.62134193473882,2645
Beijing,365,Coastal,-21.9382,25.6478,Silver Birch,448,10,10.508961642923179,978
Sydney,417,Coastal,-4.8099,-125.1358,Pine,587,22,5.062502005460118,328
Amazon Rainforest,410,Temperate,28.6473,-59.7444,Redwood,646,33,8.066823695100872,989
Sydney,254,Subtropical,41.9597,-47.1094,Cedar,427,59,-1.3968987591763677,1927
Cape Town,521,Desert,42.5741,-82.0699,Baobab,821,26,13.680053852975348,660
Indonesia,535,Continental,44.9454,-52.0782,Silver Birch,799,32,22.868144044109524,2612
Beijing,940,Subtropical,-44.197,20.9874,Silver Birch,1130,41,15.582965120597109,2211
Cape Town,287,Continental,-0.0405,85.002,Cedar,518,56,35.87647320412794,1465
London,897,Temperate,-7.5489,121.1791,Pine,1195,31,-1.8797119518424026,2851
Mumbai,364,Mediterranean,13.3954,65.7708,Maple,634,17,16.63442085379454,2991
Indonesia,774,Continental,-39.1201,-117.3054,Redwood,900,44,5.597267359772884,2300
New York,103,Coastal,-29.4137,-107.519,Mangrove,402,55,22.926707803213166,853
Amazon Rainforest,616,Tropical,-36.5601,-27.4734,Maple,876,41,13.001764833982474,1300
Mumbai,495,Desert,3.896,-8.4158,Eucalyptus,674,26,14.391835699096799,629
Amazon Rainforest,265,Tropical,1.5169,120.1812,Silver Birch,374,16,19.927824377511513,1804
California,195,Temperate,31.6596,-35.601,Pine,349,11,28.243195561781427,1541
Cape Town,647,Tropical,9.9373,-122.2104,Pine,893,58,6.222349011746349,1551
Toronto,808,Mediterranean,-35.5955,-21.1067,Eucalyptus,882,42,5.799981306050796,1200
California,188,Subtropical,-46.3477,-66.6496,Teak,284,30,39.269448340880345,2054
Indonesia,709,Desert,-27.5019,-105.2001,Pine,858,28,35.36449718716419,2357
Indonesia,694,Tropical,25.7794,-107.9367,Maple,993,32,14.707687959635358,1150
Mumbai,529,Temperate,43.1697,-86.8891,Teak,672,43,31.400441452426058,710
London,382,Coastal,37.7189,61.085,Teak,596,32,9.822165015193134,1037
Beijing,781,Mediterranean,-48.4975,-128.5564,Silver Birch,973,24,2.6953130512384886,2916
Toronto,389,Desert,-16.0582,33.8547,Eucalyptus,546,24,17.50267579455895,2505
London,844,Desert,35.157,129.3785,Eucalyptus,999,34,23.86575212342351,2545
Sydney,522,Coastal,-1.5133,6.2896,Maple,667,37,4.175761304980762,969
Sydney,782,Tropical,9.7851,41.9877,Cedar,1071,55,23.672124903240032,2365
Toronto,614,Desert,22.8034,0.1784,Teak,696,42,-1.556627321851345,2161
Beijing,201,Mediterranean,37.6221,-70.9672,Mangrove,478,25,9.803817286291023,398
California,427,Subtropical,12.127,-33.8909,Teak,613,57,18.54089692446182,578
Amazon Rainforest,902,Subtropical,24.4909,124.1165,Baobab,1184,51,35.423260545445935,2665
New York,780,Temperate,-9.0574,73.7356,Eucalyptus,1047,12,3.743378237868548,539
London,689,Subtropical,18.5565,-74.9631,Baobab,790,57,21.05787016320286,1859
Amazon Rainforest,995,Subtropical,48.6787,26.7742,Redwood,1054,34,29.62369639160132,1226
Toronto,274,Tropical,30.942,78.5225,Teak,428,46,1.32812843100531,985
London,687,Continental,13.8236,-47.0494,Baobab,898,50,-4.1807886299624775,2634
Sydney,839,Desert,0.6045,-45.3972,Redwood,903,60,4.7402147620477955,224
Toronto,725,Subtropical,-8.44,92.4357,Baobab,988,23,1.6216766321395735,242
Indonesia,593,Continental,32.5052,57.0471,Eucalyptus,752,39,35.14082590598535,796
Mumbai,258,Tropical,-43.3743,9.5993,Silver Birch,408,41,8.581687175725735,1058
Toronto,894,Tropical,27.4441,105.0485,Pine,1003,52,35.830391571826446,1912
New York,342,Continental,8.9444,-58.2119,Cedar,413,19,30.847453169047334,2867
London,480,Continental,-37.7824,-1.764,Silver Birch,563,27,-1.1383284438375165,804
Sydney,391,Tropical,-39.1429,67.579,Eucalyptus,550,28,31.222232156944273,1818
Toronto,663,Desert,-41.2247,-113.6159,Teak,794,14,11.479069529589413,874
Beijing,353,Coastal,11.304,126.004,Maple,491,43,36.988219305795035,1032
Sydney,744,Subtropical,-38.2144,99.3133,Redwood,1015,44,-1.868313252119414,2014
Amazon Rainforest,125,Continental,2.0602,-9.5559,Teak,422,16,33.99278992040574,1807
Cape Town,925,Coastal,-32.8141,124.4105,Pine,1128,41,34.289679980659194,476
Toronto,278,Temperate,-1.4603,-69.2237,Pine,578,48,-3.4373586205500333,970
Sydney,835,Tropical,-21.2833,27.0486,Eucalyptus,984,48,12.05662840947258,2350
London,273,Tropical,13.6915,59.5174,Pine,517,45,31.707142383741548,2255
Sydney,564,Temperate,18.9964,-107.057,Cedar,621,10,21.96401628957599,1125
California,456,Tropical,30.6088,38.6673,Teak,592,10,-2.7242127795895006,1752
Toronto,605,Mediterranean,3.9083,57.6855,Baobab,794,45,19.4140256789363,1455
Indonesia,601,Coastal,-34.7514,-105.1668,Baobab,773,26,39.40609231786681,1470
Mumbai,633,Continental,6.4467,-27.7788,Baobab,815,18,-1.414258064873974,2279
Amazon Rainforest,675,Tropical,33.8641,68.0446,Oak,779,49,33.47351983742037,2040
New York,760,Tropical,-38.5705,70.5094,Silver Birch,978,11,16.164398834467786,2697
Mumbai,296,Desert,38.3089,73.9572,Eucalyptus,569,11,36.95909505166713,2414
Indonesia,863,Coastal,19.7787,89.145,Cedar,997,19,16.254430933029056,558
Cape Town,705,Mediterranean,-6.0343,70.5455,Cedar,768,28,20.826205281312514,2419
New York,463,Subtropical,-26.4013,68.225,Baobab,744,36,8.409638753315646,2906
Sydney,842,Subtropical,15.5242,-33.0146,Maple,1044,21,30.691019954694106,707
California,186,Tropical,-33.8913,19.8345,Mangrove,339,16,16.672338712090916,1464
Toronto,302,Continental,-32.4087,105.1474,Teak,568,58,8.114831190951154,2653
Indonesia,181,Mediterranean,11.7941,-105.0526,Eucalyptus,410,22,18.858918144750472,430
New York,335,Continental,19.0632,47.6485,Redwood,497,22,27.79162832241561,2323
California,889,Subtropical,-37.0169,63.0058,Pine,1155,35,34.67722168167553,1433
Mumbai,210,Mediterranean,-0.7951,-86.4221,Oak,404,38,20.957392099616065,1942
Amazon Rainforest,392,Temperate,47.2105,-127.3472,Teak,478,51,13.053329888737505,1570
London,661,Continental,15.1481,117.7799,Eucalyptus,914,29,22.82364935364297,387
Toronto,307,Temperate,-16.2765,23.0226,Pine,497,60,6.678066737624812,2343
Sydney,532,Mediterranean,-3.526,-44.7764,Mangrove,609,30,6.517969875991923,1944
Beijing,878,Coastal,-13.1302,-75.3912,Silver Birch,1172,15,-1.7581620514688128,2603
Amazon Rainforest,270,Continental,10.8607,-77.248,Cedar,390,15,-2.5009539087040706,801
Toronto,331,Mediterranean,-28.8241,-3.0073,Redwood,415,50,-0.44552591986233026,1582
Cape Town,934,Coastal,-7.3006,107.7864,Maple,1140,27,6.010317067391409,2787
Amazon Rainforest,788,Coastal,48.474,-103.5102,Baobab,1014,53,29.968354210934187,1156
Beijing,644,Mediterranean,12.3524,62.0241,Teak,828,31,18.86759482116655,1803
Cape Town,485,Temperate,-49.1382,95.434,Pine,574,56,-4.238899369687587,1521
California,326,Desert,-20.0232,88.2174,Cedar,615,37,26.930540942834114,1973
London,245,Desert,27.8706,-13.3055,Redwood,349,34,-3.7730837400461423,2790
Indonesia,514,Mediterranean,-10.3948,-68.4918,Pine,564,20,7.595588330698542,2840
Mumbai,595,Subtropical,-45.1415,124.6909,Cedar,683,29,13.469922071650878,2241
Beijing,219,Subtropical,45.1137,-63.7611,Pine,439,45,28.926156095917598,738
Cape Town,998,Desert,36.9927,91.0988,Teak,1156,34,-3.8523661902582695,2916
Amazon Rainforest,686,Temperate,47.5055,-44.9964,Redwood,897,28,16.193712415523596,777
Toronto,392,Continental,-32.8456,-30.716,Maple,557,53,26.255492994455352,1944
Toronto,991,Desert,-37.2797,114.4438,Baobab,1245,57,29.935802990565094,2247
New York,896,Mediterranean,1.1736,-88.4825,Maple,1173,58,18.78091236083925,1874
London,822,Subtropical,-32.2115,46.7256,Mangrove,1009,15,39.90977742334699,2506
London,576,Tropical,-48.1886,-57.4049,Silver Birch,864,24,35.32392685891049,657
Amazon Rainforest,676,Mediterranean,48.159,1.857,Baobab,811,33,14.263353071830434,1453
California,210,Continental,45.433,-103.3943,Baobab,293,28,22.56828933914293,1164
Indonesia,366,Mediterranean,27.5606,-20.7631,Pine,610,32,-4.990136231288824,325
Beijing,564,Tropical,29.6875,37.8092,Redwood,694,41,-4.610733968397502,776
Indonesia,300,Mediterranean,-6.927,-85.391,Eucalyptus,386,41,10.189638918576536,2120
Sydney,921,Subtropical,13.57,-23.4476,Baobab,1139,58,14.823058630826406,297
London,247,Temperate,15.7044,-32.7541,Silver Birch,427,40,5.403747894320176,2902
London,395,Desert,-7.8493,-71.9571,Redwood,648,57,23.73859061305402,810
Toronto,575,Temperate,44.7874,-48.7976,Silver Birch,727,54,1.1778251109372642,2628
Toronto,164,Continental,13.8863,-5.7263,Oak,363,32,37.453822588188594,554
Cape Town,488,Temperate,27.6718,-43.7239,Redwood,750,25,16.301230276916144,832
New York,213,Temperate,-14.3272,42.2817,Cedar,321,25,3.26160751231064,1344
Cape Town,365,Coastal,16.4055,48.2602,Eucalyptus,627,46,34.44617383128148,658
Indonesia,559,Tropical,29.934,74.7086,Oak,630,35,-3.2519716301610213,2054
London,133,Tropical,-4.7307,111.4443,Oak,241,52,24.139634697535158,2822
London,339,Subtropical,42.8926,113.1859,Redwood,628,18,-0.9214123348991512,2396
London,179,Tropical,-24.3323,84.3599,Eucalyptus,408,18,12.656087480025043,546
New York,439,Desert,17.5167,-20.5464,Maple,615,56,33.412606683665246,2769
California,870,Continental,-42.4669,-118.6687,Redwood,987,33,22.56572210382693,1002
Mumbai,577,Temperate,-21.0579,-105.5114,Eucalyptus,639,26,4.427071766228023,1733
Toronto,860,Subtropical,36.6115,68.9994,Teak,1065,16,22.55802073398085,1670
New York,882,Continental,-12.1432,38.9304,Redwood,945,23,6.015546089226218,755
Sydney,841,Desert,20.9662,4.353,Silver Birch,963,48,9.157761698657497,1741
Cape Town,542,Subtropical,-12.7545,0.2085,Oak,750,31,32.04225359487351,2981
Mumbai,854,Coastal,32.2011,78.2515,Teak,908,24,19.118672094326627,2079
Indonesia,448,Coastal,-46.2921,14.1171,Pine,730,43,-2.978965434217743,1080
Mumbai,745,Temperate,47.8291,34.1854,Silver Birch,830,26,4.980823200951809,462
Amazon Rainforest,547,Subtropical,-23.7187,-6.0898,Maple,598,15,9.782550926108975,1349
Indonesia,633,Temperate,-36.5998,-83.6969,Pine,771,21,3.9611838702946027,2933
Amazon Rainforest,374,Desert,-14.2539,89.2037,Silver Birch,561,48,0.8770299268857116,1063
Amazon Rainforest,699,Mediterranean,-34.772,-19.5644,Maple,968,18,26.083712263350897,1300
California,841,Mediterranean,-24.9732,61.4501,Pine,897,41,0.7661266671029159,1346
New York,747,Mediterranean,44.8546,-11.5667,Pine,864,46,17.326546483509116,253
Beijing,190,Mediterranean,5.2593,66.1183,Maple,273,29,1.8233737070623306,697
Beijing,487,Subtropical,28.0445,-39.7125,Mangrove,594,29,11.139168249009934,2445
Cape Town,785,Temperate,12.9255,41.7481,Teak,1055,28,6.103124182823425,1784
Indonesia,450,Coastal,37.0498,108.6043,Eucalyptus,554,29,-4.355343719743718,2537
Toronto,648,Subtropical,21.014,-47.3414,Cedar,787,49,31.87061905973811,481
Sydney,858,Continental,-22.4072,-74.152,Redwood,1029,15,9.596017063408183,2812
Mumbai,485,Subtropical,-7.1502,22.8314,Cedar,572,35,0.003671968013044591,264
Indonesia,860,Tropical,23.4122,-57.8312,Maple,963,24,15.806821321640118,2916
London,796,Continental,-49.2126,109.2981,Cedar,1013,58,27.820904285644595,2036
New York,852,Temperate,-7.8891,-117.343,Teak,981,50,12.771089999313617,1268
New York,433,Tropical,-43.9076,-11.1665,Redwood,658,50,30.312728129222627,1072
Mumbai,345,Tropical,0.4159,99.2129,Mangrove,563,47,24.10607520644966,2538
Mumbai,507,Temperate,5.3764,-77.817,Oak,698,21,7.732163881899307,2290
New York,958,Mediterranean,32.4483,97.5596,Maple,1139,23,17.855908690300403,888
Sydney,920,Tropical,32.874,11.1029,Mangrove,1024,43,31.20329407747265,1966
Sydney,522,Coastal,28.7501,-48.6178,Baobab,773,50,31.651118304095732,2352
Amazon Rainforest,167,Coastal,-49.3301,-29.4638,Silver Birch,428,15,12.925619559380024,1624
Beijing,859,Temperate,9.7229,-63.1817,Maple,1154,48,10.054380154666378,1641
Cape Town,899,Mediterranean,11.7134,108.1156,Redwood,1183,49,9.743009996170708,1124
Toronto,303,Temperate,15.4019,-80.1339,Redwood,596,12,-2.951151158242224,2008
Beijing,841,Temperate,-41.7355,66.7448,Pine,1027,21,16.570772042449054,2678
Toronto,933,Coastal,42.4504,-122.3742,Eucalyptus,1055,30,16.912012375537874,647
New York,284,Tropical,41.7116,122.7808,Cedar,573,28,3.5861332393944103,2075
Mumbai,474,Tropical,-4.1729,-107.7281,Teak,646,53,31.54342711359888,893
Mumbai,971,Desert,45.6448,104.0394,Mangrove,1236,20,8.855532834917573,2905
